Commodity,Weights,Year,Value
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2012,80.29533386230469
Distilled spirits,U.S. suppliers (U.S. import weights),2012,87.74970245361328
Fish products,U.S. suppliers (U.S. import weights),2012,88.36776733398438
Forest products,U.S. suppliers (U.S. import weights),2012,84.29808807373047
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2012,90.24850463867188
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2012,87.80545806884766
Intermediates,U.S. suppliers (U.S. import weights),2012,84.65859222412109
Live animals,U.S. suppliers (U.S. import weights),2012,82.25534057617188
Oils (example soybean),U.S. suppliers (U.S. import weights),2012,83.51559448242188
Prepared and snack foods,U.S. suppliers (U.S. import weights),2012,84.64939880371094
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2012,89.35588073730469
Rubber and allied products,U.S. suppliers (U.S. import weights),2012,84.24457550048828
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2012,86.27970886230469
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2012,85.61383819580078
Wine and beer,U.S. suppliers (U.S. import weights),2012,85.18550109863281
Bulk,U.S. competitors (country export weights),2013,84.26527083333333
Consumer oriented,U.S. competitors (country export weights),2013,84.23155166666665
Intermediates,U.S. competitors (country export weights),2013,84.32687666666668
Beef and beef products,U.S. competitors (country export weights),2013,82.68857666666668
Competitor agricultural exports to the world,U.S. competitors (country export weights),2013,84.26509916666667
Competitor merchandise exports to the world,U.S. competitors (country export weights),2013,88.10146833333334
Corn,U.S. competitors (country export weights),2013,83.02894499999999
Cotton,U.S. competitors (country export weights),2013,85.45611500000001
Dairy products,U.S. competitors (country export weights),2013,83.79918249999999
Feeds and fodders,U.S. competitors (country export weights),2013,84.14261333333333
Fresh and processed fruit,U.S. competitors (country export weights),2013,84.20530083333334
Fresh and processed vegetables,U.S. competitors (country export weights),2013,84.91161416666667
Hides and skins,U.S. competitors (country export weights),2013,84.36104916666669
Juices and beverages,U.S. competitors (country export weights),2013,83.97110916666665
Pork and pork products,U.S. competitors (country export weights),2013,83.03653583333333
Poultry meat and products,U.S. competitors (country export weights),2013,82.68374333333333
Prepared food,U.S. competitors (country export weights),2013,84.46705083333335
Rice,U.S. competitors (country export weights),2013,85.358435
Soybean and vegetable  oil,U.S. competitors (country export weights),2013,84.46951666666666
Soybeans,U.S. competitors (country export weights),2013,84.69264749999999
Soymeal,U.S. competitors (country export weights),2013,83.11897666666665
Tobacco,U.S. competitors (country export weights),2013,84.05737916666666
Tree nuts,U.S. competitors (country export weights),2013,84.90705749999999
Wheat,U.S. competitors (country export weights),2013,83.18979750000001
Wine and beer,U.S. competitors (country export weights),2013,83.76838583333333
Agricultural related,U.S. markets (U.S. export weights),2013,88.55440083333332
Beef and beef products,U.S. markets (U.S. export weights),2013,89.18492166666665
Bulk,U.S. markets (U.S. export weights),2013,92.03212666666667
Consumer oriented,U.S. markets (U.S. export weights),2013,87.084895
Corn,U.S. markets (U.S. export weights),2013,86.9080325
Cotton,U.S. markets (U.S. export weights),2013,92.07714750000001
Dairy products,U.S. markets (U.S. export weights),2013,88.77196083333332
Distillers grain,U.S. markets (U.S. export weights),2013,93.51763833333335
Feeds and fodders,U.S. markets (U.S. export weights),2013,91.08173083333332
Fresh and processed fruit,U.S. markets (U.S. export weights),2013,87.06867999999999
Fresh and processed vegetables,U.S. markets (U.S. export weights),2013,84.957685
Hides and skins,U.S. markets (U.S. export weights),2013,95.58929583333334
Intermediates,U.S. markets (U.S. export weights),2013,88.93839583333333
Juices and beverages,U.S. markets (U.S. export weights),2013,84.97685416666667
Pork and pork products,U.S. markets (U.S. export weights),2013,86.83435166666668
Poultry meat and products,U.S. markets (U.S. export weights),2013,88.92132249999999
Prepared food,U.S. markets (U.S. export weights),2013,85.85853666666667
Rice,U.S. markets (U.S. export weights),2013,87.44776333333334
Soybean and vegetable oil,U.S. markets (U.S. export weights),2013,88.17442916666666
Soybeans,U.S. markets (U.S. export weights),2013,95.38212249999999
Soymeal,U.S. markets (U.S. export weights),2013,89.54866416666668
Tobacco,U.S. markets (U.S. export weights),2013,90.21566083333335
Tree nuts,U.S. markets (U.S. export weights),2013,88.77866333333334
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2013,89.08213000000001
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2013,87.08495083333332
Wheat,U.S. markets (U.S. export weights),2013,88.8984375
Wine and beer,U.S. markets (U.S. export weights),2013,87.02163833333333
Agricultural related products,U.S. suppliers (U.S. import weights),2013,86.86945083333335
Consumer oriented,U.S. suppliers (U.S. import weights),2013,85.23084250000001
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2013,83.38050250000002
Beef and beef products,U.S. suppliers (U.S. import weights),2013,82.37489166666667
Bulk,U.S. suppliers (U.S. import weights),2013,84.58895333333334
Cocoa beans,U.S. suppliers (U.S. import weights),2013,85.93843750000001
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2013,84.28427833333335
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2013,82.05875333333334
Distilled spirits,U.S. suppliers (U.S. import weights),2013,86.02908416666668
Fish products,U.S. suppliers (U.S. import weights),2013,89.13187666666666
Forest products,U.S. suppliers (U.S. import weights),2013,85.53945083333333
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2013,88.44789833333334
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2013,85.71407499999999
Intermediates,U.S. suppliers (U.S. import weights),2013,85.12114583333333
Live animals,U.S. suppliers (U.S. import weights),2013,82.70611916666667
Oils (example soybean),U.S. suppliers (U.S. import weights),2013,84.73060333333333
Prepared and snack foods,U.S. suppliers (U.S. import weights),2013,84.86411083333333
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2013,88.87809
Rubber and allied products,U.S. suppliers (U.S. import weights),2013,87.18590083333333
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2013,85.52664416666666
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2013,85.66642250000001
Wine and beer,U.S. suppliers (U.S. import weights),2013,83.20462416666668
Bulk,U.S. competitors (country export weights),2014,86.51810666666667
Consumer oriented,U.S. competitors (country export weights),2014,85.8460925
Intermediates,U.S. competitors (country export weights),2014,86.05316750000001
Beef and beef products,U.S. competitors (country export weights),2014,84.5585425
Competitor agricultural exports to the world,U.S. competitors (country export weights),2014,86.88911166666666
Competitor merchandise exports to the world,U.S. competitors (country export weights),2014,89.46303083333332
Corn,U.S. competitors (country export weights),2014,86.38165666666664
Cotton,U.S. competitors (country export weights),2014,87.01074416666667
Dairy products,U.S. competitors (country export weights),2014,85.14928333333332
Feeds and fodders,U.S. competitors (country export weights),2014,85.98823833333334
Fresh and processed fruit,U.S. competitors (country export weights),2014,86.14810416666666
Fresh and processed vegetables,U.S. competitors (country export weights),2014,86.21818749999998
Hides and skins,U.S. competitors (country export weights),2014,85.99587583333334
Juices and beverages,U.S. competitors (country export weights),2014,85.66012500000001
Pork and pork products,U.S. competitors (country export weights),2014,84.39909
Poultry meat and products,U.S. competitors (country export weights),2014,84.30822416666666
Prepared food,U.S. competitors (country export weights),2014,86.27742333333335
Rice,U.S. competitors (country export weights),2014,87.19949416666667
Soybean and vegetable  oil,U.S. competitors (country export weights),2014,86.06796750000001
Soybeans,U.S. competitors (country export weights),2014,87.11432583333334
Soymeal,U.S. competitors (country export weights),2014,86.31418166666668
Tobacco,U.S. competitors (country export weights),2014,86.68442416666666
Tree nuts,U.S. competitors (country export weights),2014,86.43682250000001
Wheat,U.S. competitors (country export weights),2014,85.45046500000001
Wine and beer,U.S. competitors (country export weights),2014,85.57817833333333
Agricultural related,U.S. markets (U.S. export weights),2014,90.58586750000001
Beef and beef products,U.S. markets (U.S. export weights),2014,91.17841083333333
Bulk,U.S. markets (U.S. export weights),2014,93.09610583333335
Consumer oriented,U.S. markets (U.S. export weights),2014,89.7956525
Corn,U.S. markets (U.S. export weights),2014,89.23585583333333
Cotton,U.S. markets (U.S. export weights),2014,93.71459833333334
Dairy products,U.S. markets (U.S. export weights),2014,90.7522575
Distillers grain,U.S. markets (U.S. export weights),2014,94.08485
Feeds and fodders,U.S. markets (U.S. export weights),2014,92.72783916666667
Fresh and processed fruit,U.S. markets (U.S. export weights),2014,89.94867916666668
Fresh and processed vegetables,U.S. markets (U.S. export weights),2014,88.8894925
Hides and skins,U.S. markets (U.S. export weights),2014,95.19707583333333
Intermediates,U.S. markets (U.S. export weights),2014,90.85592166666667
Juices and beverages,U.S. markets (U.S. export weights),2014,88.86061666666666
Pork and pork products,U.S. markets (U.S. export weights),2014,89.72307583333333
Poultry meat and products,U.S. markets (U.S. export weights),2014,91.13989999999997
Prepared food,U.S. markets (U.S. export weights),2014,89.13797416666667
Rice,U.S. markets (U.S. export weights),2014,89.98077333333333
Soybean and vegetable oil,U.S. markets (U.S. export weights),2014,90.0215625
Soybeans,U.S. markets (U.S. export weights),2014,95.52972249999999
Soymeal,U.S. markets (U.S. export weights),2014,91.60698416666666
Tobacco,U.S. markets (U.S. export weights),2014,91.70031250000001
Tree nuts,U.S. markets (U.S. export weights),2014,90.01554750000001
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2014,91.08106166666666
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2014,89.28030333333332
Wheat,U.S. markets (U.S. export weights),2014,90.63913916666665
Wine and beer,U.S. markets (U.S. export weights),2014,89.08245833333332
Agricultural related products,U.S. suppliers (U.S. import weights),2014,90.32510833333333
Consumer oriented,U.S. suppliers (U.S. import weights),2014,88.05108833333334
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2014,86.88371333333335
Beef and beef products,U.S. suppliers (U.S. import weights),2014,85.77662250000002
Bulk,U.S. suppliers (U.S. import weights),2014,88.39271833333333
Cocoa beans,U.S. suppliers (U.S. import weights),2014,89.37750916666668
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2014,87.59357250000001
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2014,84.90573916666666
Distilled spirits,U.S. suppliers (U.S. import weights),2014,86.39641499999999
Fish products,U.S. suppliers (U.S. import weights),2014,92.78259416666667
Forest products,U.S. suppliers (U.S. import weights),2014,89.44564083333331
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2014,91.385485
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2014,87.97882249999999
Intermediates,U.S. suppliers (U.S. import weights),2014,88.35726499999998
Live animals,U.S. suppliers (U.S. import weights),2014,86.64316666666667
Oils (example soybean),U.S. suppliers (U.S. import weights),2014,88.66632583333335
Prepared and snack foods,U.S. suppliers (U.S. import weights),2014,88.00653333333332
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2014,91.03335249999998
Rubber and allied products,U.S. suppliers (U.S. import weights),2014,93.22999666666665
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2014,88.16135750000001
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2014,88.83319166666666
Wine and beer,U.S. suppliers (U.S. import weights),2014,85.38779166666666
Bulk,U.S. competitors (country export weights),2015,99.94455833333336
Consumer oriented,U.S. competitors (country export weights),2015,99.96179833333333
Intermediates,U.S. competitors (country export weights),2015,99.96103083333334
Beef and beef products,U.S. competitors (country export weights),2015,99.93948083333332
Competitor agricultural exports to the world,U.S. competitors (country export weights),2015,99.93962916666668
Competitor merchandise exports to the world,U.S. competitors (country export weights),2015,99.9643425
Corn,U.S. competitors (country export weights),2015,99.92897083333334
Cotton,U.S. competitors (country export weights),2015,99.94475416666666
Dairy products,U.S. competitors (country export weights),2015,99.97223166666669
Feeds and fodders,U.S. competitors (country export weights),2015,99.96639
Fresh and processed fruit,U.S. competitors (country export weights),2015,99.95770333333333
Fresh and processed vegetables,U.S. competitors (country export weights),2015,99.97360916666666
Hides and skins,U.S. competitors (country export weights),2015,99.96272750000003
Juices and beverages,U.S. competitors (country export weights),2015,99.95571916666665
Pork and pork products,U.S. competitors (country export weights),2015,99.96258583333334
Poultry meat and products,U.S. competitors (country export weights),2015,99.94289500000001
Prepared food,U.S. competitors (country export weights),2015,99.95454999999998
Rice,U.S. competitors (country export weights),2015,99.95025916666664
Soybean and vegetable  oil,U.S. competitors (country export weights),2015,99.96294666666667
Soybeans,U.S. competitors (country export weights),2015,99.93572833333333
Soymeal,U.S. competitors (country export weights),2015,99.90497083333334
Tobacco,U.S. competitors (country export weights),2015,99.91633916666666
Tree nuts,U.S. competitors (country export weights),2015,99.96384166666667
Wheat,U.S. competitors (country export weights),2015,99.96004749999999
Wine and beer,U.S. competitors (country export weights),2015,99.96496999999999
Agricultural related,U.S. markets (U.S. export weights),2015,99.97404666666669
Beef and beef products,U.S. markets (U.S. export weights),2015,99.97832666666669
Bulk,U.S. markets (U.S. export weights),2015,99.97076499999999
Consumer oriented,U.S. markets (U.S. export weights),2015,99.97330333333332
Corn,U.S. markets (U.S. export weights),2015,99.96043416666667
Cotton,U.S. markets (U.S. export weights),2015,99.97180500000002
Dairy products,U.S. markets (U.S. export weights),2015,99.97307583333333
Distillers grain,U.S. markets (U.S. export weights),2015,99.98055833333332
Feeds and fodders,U.S. markets (U.S. export weights),2015,99.97375416666665
Fresh and processed fruit,U.S. markets (U.S. export weights),2015,99.97827583333333
Fresh and processed vegetables,U.S. markets (U.S. export weights),2015,99.98043749999999
Hides and skins,U.S. markets (U.S. export weights),2015,99.98910833333332
Intermediates,U.S. markets (U.S. export weights),2015,99.9681925
Juices and beverages,U.S. markets (U.S. export weights),2015,99.98067000000002
Pork and pork products,U.S. markets (U.S. export weights),2015,99.97421583333335
Poultry meat and products,U.S. markets (U.S. export weights),2015,99.96370666666667
Prepared food,U.S. markets (U.S. export weights),2015,99.97440749999998
Rice,U.S. markets (U.S. export weights),2015,99.96114833333333
Soybean and vegetable oil,U.S. markets (U.S. export weights),2015,99.96645583333333
Soybeans,U.S. markets (U.S. export weights),2015,99.98445416666665
Soymeal,U.S. markets (U.S. export weights),2015,99.96368749999999
Tobacco,U.S. markets (U.S. export weights),2015,99.97210916666666
Tree nuts,U.S. markets (U.S. export weights),2015,99.97464916666668
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2015,99.97147416666667
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2015,99.96462833333332
Wheat,U.S. markets (U.S. export weights),2015,99.94438166666664
Wine and beer,U.S. markets (U.S. export weights),2015,99.97341999999999
Agricultural related products,U.S. suppliers (U.S. import weights),2015,99.96537166666667
Consumer oriented,U.S. suppliers (U.S. import weights),2015,99.96711166666667
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2015,99.967735
Beef and beef products,U.S. suppliers (U.S. import weights),2015,99.97523083333334
Bulk,U.S. suppliers (U.S. import weights),2015,99.92225166666667
Cocoa beans,U.S. suppliers (U.S. import weights),2015,99.97291583333333
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2015,99.94070000000001
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2015,99.891215
Distilled spirits,U.S. suppliers (U.S. import weights),2015,99.97852166666667
Fish products,U.S. suppliers (U.S. import weights),2015,99.97214833333334
Forest products,U.S. suppliers (U.S. import weights),2015,99.969675
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2015,99.96997916666668
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2015,99.98173333333334
Intermediates,U.S. suppliers (U.S. import weights),2015,99.96873333333333
Live animals,U.S. suppliers (U.S. import weights),2015,99.98641416666668
Oils (example soybean),U.S. suppliers (U.S. import weights),2015,99.972465
Prepared and snack foods,U.S. suppliers (U.S. import weights),2015,99.97718416666667
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2015,99.93235916666669
Rubber and allied products,U.S. suppliers (U.S. import weights),2015,99.98747166666668
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2015,99.96412666666667
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2015,99.96278249999999
Wine and beer,U.S. suppliers (U.S. import weights),2015,99.97121916666669
Bulk,U.S. competitors (country export weights),2016,102.79175
Consumer oriented,U.S. competitors (country export weights),2016,102.466075
Intermediates,U.S. competitors (country export weights),2016,102.5059166666667
Beef and beef products,U.S. competitors (country export weights),2016,102.0792233333333
Competitor agricultural exports to the world,U.S. competitors (country export weights),2016,102.8426583333333
Competitor merchandise exports to the world,U.S. competitors (country export weights),2016,102.6697833333333
Corn,U.S. competitors (country export weights),2016,103.5205916666667
Cotton,U.S. competitors (country export weights),2016,102.6740583333333
Dairy products,U.S. competitors (country export weights),2016,102.2020416666667
Feeds and fodders,U.S. competitors (country export weights),2016,102.5363666666667
Fresh and processed fruit,U.S. competitors (country export weights),2016,102.6499083333333
Fresh and processed vegetables,U.S. competitors (country export weights),2016,102.562
Hides and skins,U.S. competitors (country export weights),2016,102.6999916666667
Juices and beverages,U.S. competitors (country export weights),2016,102.5308166666667
Pork and pork products,U.S. competitors (country export weights),2016,101.9777125
Poultry meat and products,U.S. competitors (country export weights),2016,101.940855
Prepared food,U.S. competitors (country export weights),2016,102.5558583333333
Rice,U.S. competitors (country export weights),2016,102.4643333333333
Soybean and vegetable  oil,U.S. competitors (country export weights),2016,102.4521583333333
Soybeans,U.S. competitors (country export weights),2016,102.8749666666667
Soymeal,U.S. competitors (country export weights),2016,102.9680541666667
Tobacco,U.S. competitors (country export weights),2016,102.4582283333333
Tree nuts,U.S. competitors (country export weights),2016,102.3054333333333
Wheat,U.S. competitors (country export weights),2016,102.7764333333333
Wine and beer,U.S. competitors (country export weights),2016,102.7252583333333
Agricultural related,U.S. markets (U.S. export weights),2016,103.3756666666666
Beef and beef products,U.S. markets (U.S. export weights),2016,101.6043366666667
Bulk,U.S. markets (U.S. export weights),2016,104.1622583333334
Consumer oriented,U.S. markets (U.S. export weights),2016,103.2987166666667
Corn,U.S. markets (U.S. export weights),2016,103.107525
Cotton,U.S. markets (U.S. export weights),2016,104.024475
Dairy products,U.S. markets (U.S. export weights),2016,105.422425
Distillers grain,U.S. markets (U.S. export weights),2016,105.7402416666667
Feeds and fodders,U.S. markets (U.S. export weights),2016,103.1654666666667
Fresh and processed fruit,U.S. markets (U.S. export weights),2016,103.1309666666667
Fresh and processed vegetables,U.S. markets (U.S. export weights),2016,102.731725
Hides and skins,U.S. markets (U.S. export weights),2016,104.9653916666667
Intermediates,U.S. markets (U.S. export weights),2016,104.5657833333333
Juices and beverages,U.S. markets (U.S. export weights),2016,103.0349916666667
Pork and pork products,U.S. markets (U.S. export weights),2016,102.2638358333333
Poultry meat and products,U.S. markets (U.S. export weights),2016,105.7717666666667
Prepared food,U.S. markets (U.S. export weights),2016,104.1725
Rice,U.S. markets (U.S. export weights),2016,102.8202
Soybean and vegetable oil,U.S. markets (U.S. export weights),2016,104.8900083333333
Soybeans,U.S. markets (U.S. export weights),2016,104.8407583333333
Soymeal,U.S. markets (U.S. export weights),2016,104.8487333333333
Tobacco,U.S. markets (U.S. export weights),2016,103.9501916666667
Tree nuts,U.S. markets (U.S. export weights),2016,101.6951908333333
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2016,103.7918083333333
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2016,104.5673916666667
Wheat,U.S. markets (U.S. export weights),2016,103.1829166666667
Wine and beer,U.S. markets (U.S. export weights),2016,104.676525
Agricultural related products,U.S. suppliers (U.S. import weights),2016,103.8226166666666
Consumer oriented,U.S. suppliers (U.S. import weights),2016,105.7694833333333
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2016,103.9106916666667
Beef and beef products,U.S. suppliers (U.S. import weights),2016,103.6177583333334
Bulk,U.S. suppliers (U.S. import weights),2016,102.1674833333334
Cocoa beans,U.S. suppliers (U.S. import weights),2016,99.36547833333334
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2016,100.6152675
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2016,101.4977233333333
Distilled spirits,U.S. suppliers (U.S. import weights),2016,106.64025
Fish products,U.S. suppliers (U.S. import weights),2016,102.8242666666667
Forest products,U.S. suppliers (U.S. import weights),2016,103.5018916666667
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2016,106.9090083333333
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2016,109.6310583333333
Intermediates,U.S. suppliers (U.S. import weights),2016,103.6400583333333
Live animals,U.S. suppliers (U.S. import weights),2016,106.2377916666667
Oils (example soybean),U.S. suppliers (U.S. import weights),2016,102.875575
Prepared and snack foods,U.S. suppliers (U.S. import weights),2016,104.979075
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2016,105.7351333333333
Rubber and allied products,U.S. suppliers (U.S. import weights),2016,99.14888333333334
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2016,107.2659
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2016,104.4640916666667
Wine and beer,U.S. suppliers (U.S. import weights),2016,105.8315666666667
Bulk,U.S. competitors (country export weights),2017,100.6181716666667
Consumer oriented,U.S. competitors (country export weights),2017,100.99686
Intermediates,U.S. competitors (country export weights),2017,100.9697525
Beef and beef products,U.S. competitors (country export weights),2017,99.7060975
Competitor agricultural exports to the world,U.S. competitors (country export weights),2017,100.7463683333334
Competitor merchandise exports to the world,U.S. competitors (country export weights),2017,102.0525925
Corn,U.S. competitors (country export weights),2017,100.4114
Cotton,U.S. competitors (country export weights),2017,101.25249
Dairy products,U.S. competitors (country export weights),2017,100.884125
Feeds and fodders,U.S. competitors (country export weights),2017,100.8110491666667
Fresh and processed fruit,U.S. competitors (country export weights),2017,101.0372058333333
Fresh and processed vegetables,U.S. competitors (country export weights),2017,101.4685225
Hides and skins,U.S. competitors (country export weights),2017,101.2044916666667
Juices and beverages,U.S. competitors (country export weights),2017,101.00036
Pork and pork products,U.S. competitors (country export weights),2017,100.2676658333333
Poultry meat and products,U.S. competitors (country export weights),2017,99.77961166666667
Prepared food,U.S. competitors (country export weights),2017,100.9999141666667
Rice,U.S. competitors (country export weights),2017,100.6621216666667
Soybean and vegetable  oil,U.S. competitors (country export weights),2017,101.1274316666667
Soybeans,U.S. competitors (country export weights),2017,100.505115
Soymeal,U.S. competitors (country export weights),2017,99.07802583333331
Tobacco,U.S. competitors (country export weights),2017,99.47457083333335
Tree nuts,U.S. competitors (country export weights),2017,101.00712
Wheat,U.S. competitors (country export weights),2017,100.8011858333333
Wine and beer,U.S. competitors (country export weights),2017,101.0334375
Agricultural related,U.S. markets (U.S. export weights),2017,103.6180583333333
Beef and beef products,U.S. markets (U.S. export weights),2017,102.377525
Bulk,U.S. markets (U.S. export weights),2017,105.2319
Consumer oriented,U.S. markets (U.S. export weights),2017,102.8666508333333
Corn,U.S. markets (U.S. export weights),2017,103.899125
Cotton,U.S. markets (U.S. export weights),2017,105.5698
Dairy products,U.S. markets (U.S. export weights),2017,105.2698166666667
Distillers grain,U.S. markets (U.S. export weights),2017,106.99735
Feeds and fodders,U.S. markets (U.S. export weights),2017,104.473375
Fresh and processed fruit,U.S. markets (U.S. export weights),2017,102.3348283333333
Fresh and processed vegetables,U.S. markets (U.S. export weights),2017,102.2480658333333
Hides and skins,U.S. markets (U.S. export weights),2017,105.2124166666667
Intermediates,U.S. markets (U.S. export weights),2017,104.4766833333333
Juices and beverages,U.S. markets (U.S. export weights),2017,102.0196033333333
Pork and pork products,U.S. markets (U.S. export weights),2017,102.6354833333333
Poultry meat and products,U.S. markets (U.S. export weights),2017,104.489425
Prepared food,U.S. markets (U.S. export weights),2017,103.0741608333333
Rice,U.S. markets (U.S. export weights),2017,102.9433
Soybean and vegetable oil,U.S. markets (U.S. export weights),2017,104.9624166666667
Soybeans,U.S. markets (U.S. export weights),2017,106.2701
Soymeal,U.S. markets (U.S. export weights),2017,105.1900833333333
Tobacco,U.S. markets (U.S. export weights),2017,104.3708083333333
Tree nuts,U.S. markets (U.S. export weights),2017,101.5244683333333
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2017,103.9586083333333
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2017,103.695225
Wheat,U.S. markets (U.S. export weights),2017,103.7754583333333
Wine and beer,U.S. markets (U.S. export weights),2017,104.5783666666667
Agricultural related products,U.S. suppliers (U.S. import weights),2017,102.388515
Consumer oriented,U.S. suppliers (U.S. import weights),2017,103.8967158333333
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2017,102.4231683333333
Beef and beef products,U.S. suppliers (U.S. import weights),2017,100.95725
Bulk,U.S. suppliers (U.S. import weights),2017,99.51230083333333
Cocoa beans,U.S. suppliers (U.S. import weights),2017,99.679395
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2017,99.40704416666667
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2017,96.78335166666666
Distilled spirits,U.S. suppliers (U.S. import weights),2017,106.800175
Fish products,U.S. suppliers (U.S. import weights),2017,101.4148533333333
Forest products,U.S. suppliers (U.S. import weights),2017,101.992105
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2017,104.9061
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2017,107.801475
Intermediates,U.S. suppliers (U.S. import weights),2017,102.4603608333333
Live animals,U.S. suppliers (U.S. import weights),2017,104.4989258333333
Oils (example soybean),U.S. suppliers (U.S. import weights),2017,102.6252416666667
Prepared and snack foods,U.S. suppliers (U.S. import weights),2017,103.7203291666667
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2017,103.17565
Rubber and allied products,U.S. suppliers (U.S. import weights),2017,97.92001166666667
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2017,104.9803583333333
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2017,102.736085
Wine and beer,U.S. suppliers (U.S. import weights),2017,103.8800016666667
Bulk,U.S. competitors (country export weights),2018,100.6783891666666
Consumer oriented,U.S. competitors (country export weights),2018,99.46150416666667
Intermediates,U.S. competitors (country export weights),2018,99.64878499999999
Beef and beef products,U.S. competitors (country export weights),2018,99.28157499999999
Competitor agricultural exports to the world,U.S. competitors (country export weights),2018,101.2224025
Competitor merchandise exports to the world,U.S. competitors (country export weights),2018,100.9460158333333
Corn,U.S. competitors (country export weights),2018,102.3016916666667
Cotton,U.S. competitors (country export weights),2018,101.1899941666667
Dairy products,U.S. competitors (country export weights),2018,98.65223833333333
Feeds and fodders,U.S. competitors (country export weights),2018,99.37031083333333
Fresh and processed fruit,U.S. competitors (country export weights),2018,99.98193833333335
Fresh and processed vegetables,U.S. competitors (country export weights),2018,99.29063500000001
Hides and skins,U.S. competitors (country export weights),2018,99.92214249999999
Juices and beverages,U.S. competitors (country export weights),2018,99.64319666666665
Pork and pork products,U.S. competitors (country export weights),2018,98.10149833333332
Poultry meat and products,U.S. competitors (country export weights),2018,98.62137
Prepared food,U.S. competitors (country export weights),2018,100.0299783333333
Rice,U.S. competitors (country export weights),2018,100.1166858333333
Soybean and vegetable  oil,U.S. competitors (country export weights),2018,99.57455083333333
Soybeans,U.S. competitors (country export weights),2018,101.1809533333333
Soymeal,U.S. competitors (country export weights),2018,102.3522925
Tobacco,U.S. competitors (country export weights),2018,101.5677933333333
Tree nuts,U.S. competitors (country export weights),2018,99.55432333333333
Wheat,U.S. competitors (country export weights),2018,99.84993250000001
Wine and beer,U.S. competitors (country export weights),2018,99.51181083333334
Agricultural related,U.S. markets (U.S. export weights),2018,102.971135
Beef and beef products,U.S. markets (U.S. export weights),2018,101.7629716666667
Bulk,U.S. markets (U.S. export weights),2018,104.7426916666667
Consumer oriented,U.S. markets (U.S. export weights),2018,102.6258775
Corn,U.S. markets (U.S. export weights),2018,103.2417416666667
Cotton,U.S. markets (U.S. export weights),2018,108.5504833333333
Dairy products,U.S. markets (U.S. export weights),2018,105.2739666666666
